crash_date,number_of_crashes,number_of_persons_injured,number_of_persons_killed,siniestros_media_movil,Lastimados_media_movil,Muertos_media_movil,week_day
2016-06-20T00:00:00.000+0000,745,196,1,674.6561190513812,187.8877664273221,1.2485673514688655,monday
2016-06-21T00:00:00.000+0000,681,175,0,675.5509071553021,186.33941878637893,1.2512854198282846,tuesday
2016-06-22T00:00:00.000+0000,751,180,0,678.7955559582193,186.18648214002224,1.1958594758657948,wednesday
2016-06-23T00:00:00.000+0000,643,144,0,673.6196063330865,186.66261976488352,1.2265736483272316,thursday
2016-06-24T00:00:00.000+0000,811,228,1,667.3397811954843,187.30614509954566,1.2521914426147576,friday
2016-06-25T00:00:00.000+0000,688,200,1,657.655484835431,186.23755917460966,1.240526399238917,saturday
2016-06-26T00:00:00.000+0000,582,238,0,655.5017327685664,185.13173571314962,1.2239914833857835,sunday
2016-06-27T00:00:00.000+0000,718,182,0,653.6333552288716,185.38680377811144,1.2025866950553574,monday
2016-06-28T00:00:00.000+0000,675,177,1,653.2481369906328,184.28560103286244,1.143899069061565,tuesday
2016-06-29T00:00:00.000+0000,687,164,1,655.9797730412794,183.92486806042822,1.1067521348161695,wednesday
2016-06-30T00:00:00.000+0000,761,175,1,652.4719246188916,184.90434664431456,1.058732927133097,thursday
2016-07-01T00:00:00.000+0000,752,207,3,643.7751930960941,183.77904369294538,1.032254411198422,friday
2016-07-02T00:00:00.000+0000,570,155,2,643.4281410677355,183.56343292033444,0.9742689528641459,saturday
2016-07-03T00:00:00.000+0000,448,190,2,641.6386328116029,183.56581123014888,0.9762395524247247,sunday
2016-07-04T00:00:00.000+0000,488,193,0,640.3466216675228,184.1138644136865,0.9147432557928656,monday
2016-07-05T00:00:00.000+0000,663,213,0,642.3837459511982,182.36449296699462,0.8430542028131847,tuesday
2016-07-06T00:00:00.000+0000,680,160,0,650.2916034338139,184.78626922466745,0.7993612539355212,wednesday
2016-07-07T00:00:00.000+0000,603,150,3,649.7005368184886,185.71915558675946,0.7421685655394091,thursday
2016-07-08T00:00:00.000+0000,612,151,1,647.3617522480566,185.7560307141689,0.7247502774694645,friday
2016-07-09T00:00:00.000+0000,498,170,0,643.9097827810245,185.23887290765006,0.768194070080848,saturday
2016-07-10T00:00:00.000+0000,508,183,1,642.0743391696178,184.10849622867661,0.7226664250605764,sunday
2016-07-11T00:00:00.000+0000,618,200,1,641.9848467688839,183.4591949987507,0.6680785521755745,monday
2016-07-12T00:00:00.000+0000,662,150,1,644.2070035561271,182.40755169992173,0.6426193118756813,tuesday
2016-07-13T00:00:00.000+0000,607,165,0,649.0679970101124,182.66137398355218,0.5932410700128994,wednesday
2016-07-14T00:00:00.000+0000,741,188,0,649.8052277514656,183.7724297266041,0.6056309316179186,thursday
2016-07-15T00:00:00.000+0000,798,236,0,645.6449749711081,184.80545425717102,0.6651566286891987,friday
2016-07-16T00:00:00.000+0000,623,191,1,647.7870846451664,184.40811796416327,0.6810346780221392,saturday
2016-07-17T00:00:00.000+0000,574,200,2,646.7557815578938,183.6963011619707,0.6628009694443688,sunday
2016-07-18T00:00:00.000+0000,725,197,0,646.7587714330892,182.52051009082527,0.6104555029558876,monday
2016-07-19T00:00:00.000+0000,699,179,0,647.3466443180923,181.4683005277548,0.5561847380461512,tuesday
2016-07-20T00:00:00.000+0000,698,168,0,655.5979070873507,183.78454778137313,0.505538064282307,wednesday
2016-07-21T00:00:00.000+0000,731,220,1,656.8522956352226,184.75614396701724,0.5173390110761186,thursday
2016-07-22T00:00:00.000+0000,769,180,0,654.8883326915546,185.85521755871807,0.4679381186436749,friday
2016-07-23T00:00:00.000+0000,650,212,1,656.5831615665007,186.8115019592707,0.4161589163967395,saturday
2016-07-24T00:00:00.000+0000,566,177,0,658.0004077102413,186.63865546218128,0.36755079390245976,sunday
2016-07-25T00:00:00.000+0000,698,161,0,658.020113705847,185.22041269337572,0.38093728057259924,monday
2016-07-26T00:00:00.000+0000,688,164,0,664.4599424675401,186.11212031982245,0.3917189517316286,tuesday
2016-07-27T00:00:00.000+0000,690,209,1,672.7340823121572,186.83184217082703,0.4383111735260058,wednesday
2016-07-28T00:00:00.000+0000,709,197,0,670.8837799270523,185.84978142199918,0.46789281750435135,thursday
2016-07-29T00:00:00.000+0000,774,199,0,665.7213979931468,185.94801694262256,0.48069038936328334,friday
2016-07-30T00:00:00.000+0000,599,198,0,660.7664273256346,187.04357969602577,0.4709279938390361,saturday
2016-07-31T00:00:00.000+0000,529,160,1,659.8882420892759,187.58057940156834,0.48587736981584156,sunday
2016-08-01T00:00:00.000+0000,569,139,3,657.1713968606184,186.71779655257967,0.4931255521076262,monday
2016-08-02T00:00:00.000+0000,602,197,0,656.3101995515061,185.72810256177587,0.5632743663503028,tuesday
2016-08-03T00:00:00.000+0000,687,181,0,657.0955627533906,184.49038483317503,0.6110897189064188,wednesday
2016-08-04T00:00:00.000+0000,715,196,0,650.4612108994417,183.14249473373903,0.5719721851004442,thursday
2016-08-05T00:00:00.000+0000,700,182,0,644.781829713005,182.55197173208555,0.5693447190196723,friday
2016-08-06T00:00:00.000+0000,578,176,1,640.6387460644512,182.3119889465185,0.5230696052005608,saturday
2016-08-07T00:00:00.000+0000,540,189,1,637.409499648904,180.86772067317148,0.6038415366146342,sunday
2016-08-08T00:00:00.000+0000,632,159,0,632.0041677048055,179.32453736211124,0.6231851231058343,monday
2016-08-09T00:00:00.000+0000,650,173,2,636.2246030487545,178.49385037033343,0.666560964008232,tuesday
2016-08-10T00:00:00.000+0000,618,203,0,642.8062243765307,179.7834605540295,0.6749190242134461,wednesday
2016-08-11T00:00:00.000+0000,672,196,0,644.8483770866715,180.4862171283573,0.7128587283970055,thursday
2016-08-12T00:00:00.000+0000,729,220,1,638.4332374459095,181.07712518969507,0.7861559718226762,friday
2016-08-13T00:00:00.000+0000,614,178,1,635.8720695825378,180.98090556977158,0.830211329814929,saturday
2016-08-14T00:00:00.000+0000,521,143,2,631.1925071915439,179.06167750118576,0.8658859770323057,sunday
2016-08-15T00:00:00.000+0000,643,160,0,627.3403927608659,178.65978844367592,0.8931799134748067,monday
2016-08-16T00:00:00.000+0000,644,200,1,628.4598518652623,178.1624498856112,0.9445061043285059,tuesday
2016-08-17T00:00:00.000+0000,658,153,1,632.739586400586,177.0291286325817,0.934403950259331,wednesday
2016-08-18T00:00:00.000+0000,635,183,2,630.4877120659464,176.04126933792043,0.9807470157874281,thursday
2016-08-19T00:00:00.000+0000,707,213,0,622.2277741285073,173.62660535912147,0.9656617363926516,friday
2016-08-20T00:00:00.000+0000,579,142,0,618.6736505923006,172.36447031642516,0.9746087114090731,saturday
2016-08-21T00:00:00.000+0000,512,177,1,616.5527871525851,170.59679720944658,0.9485379057283109,sunday
2016-08-22T00:00:00.000+0000,669,182,1,614.8550137035829,171.22954087294963,0.9786858139482019,monday
2016-08-23T00:00:00.000+0000,637,178,2,618.437382500158,171.32965639085495,0.9205418016262933,tuesday
2016-08-24T00:00:00.000+0000,635,145,1,627.5282792362108,172.23572447846735,0.9183899975084197,wednesday
2016-08-25T00:00:00.000+0000,659,185,0,627.317946046331,172.6594033839918,0.8807674013001258,thursday
2016-08-26T00:00:00.000+0000,756,181,0,626.505356859713,173.11515549615743,0.8989105075992488,friday
2016-08-27T00:00:00.000+0000,624,169,1,626.2007746494705,171.8182518290302,0.9788217173661731,saturday
2016-08-28T00:00:00.000+0000,559,170,0,625.4225463770294,172.28673356134578,0.9706675122879155,sunday
2016-08-29T00:00:00.000+0000,673,188,2,623.248884459432,170.74253097465075,0.9277220322090923,monday
2016-08-30T00:00:00.000+0000,622,174,2,628.5490724591604,171.90310086298342,0.882171736619159,tuesday
2016-08-31T00:00:00.000+0000,661,180,4,634.6972977870272,173.14016172506408,0.8604271897438056,wednesday
2016-09-01T00:00:00.000+0000,675,168,0,635.5127182948529,173.8505741919376,0.8624883915830317,thursday
2016-09-02T00:00:00.000+0000,697,180,1,633.6972977870271,174.64642460757554,0.8353077079888399,friday
2016-09-03T00:00:00.000+0000,498,177,0,634.9711658248083,175.25837504812907,0.7788851389612299,saturday
2016-09-04T00:00:00.000+0000,466,156,1,637.0992094951066,176.60200684046865,0.7311830392534232,sunday
2016-09-05T00:00:00.000+0000,419,130,1,631.5432739133267,175.71102403225103,0.6919749031688015,monday
2016-09-06T00:00:00.000+0000,626,137,1,636.6383157036278,177.56968447756122,0.6761195044055228,tuesday
2016-09-07T00:00:00.000+0000,648,155,0,645.912432897675,180.4399873156775,0.6836168429635875,wednesday
2016-09-08T00:00:00.000+0000,717,201,0,650.9890824254105,182.65718362816474,0.6880563546173053,thursday
2016-09-09T00:00:00.000+0000,715,136,0,651.1958368252837,183.84364311762084,0.6688033704047528,friday
2016-09-10T00:00:00.000+0000,598,192,0,649.4519241658803,183.51647828942546,0.5992208204036217,saturday
2016-09-11T00:00:00.000+0000,538,180,1,646.2653287730062,183.6711816802157,0.6178169380959813,sunday
2016-09-12T00:00:00.000+0000,648,215,0,644.5388797028121,183.28079911209417,0.6067181589616862,monday
2016-09-13T00:00:00.000+0000,779,242,1,646.0313710389694,184.0629006319474,0.6307504133728843,tuesday
2016-09-14T00:00:00.000+0000,779,193,0,653.8431448050792,186.78126344877217,0.6253142766540459,wednesday
2016-09-15T00:00:00.000+0000,757,215,1,655.4281184171655,186.08020566716897,0.5579967836190973,thursday
2016-09-16T00:00:00.000+0000,780,184,0,648.6181793471981,185.78728850030222,0.5788579582776395,friday
2016-09-17T00:00:00.000+0000,646,197,2,653.1375569095437,186.05112233572316,0.5966613060318353,saturday
2016-09-18T00:00:00.000+0000,535,177,0,649.0952229948458,185.64841785770557,0.6440462977643764,sunday
2016-09-19T00:00:00.000+0000,680,198,1,645.3801445106219,183.66701397539796,0.6091417699155017,monday
2016-09-20T00:00:00.000+0000,619,159,0,646.4740084713006,183.82459398853527,0.5507712518969746,tuesday
2016-09-21T00:00:00.000+0000,621,191,0,654.4775419601677,183.56259484925693,0.5217558721601749,wednesday
2016-09-22T00:00:00.000+0000,660,189,0,655.9285148021347,183.29746993136527,0.548506194930792,thursday
2016-09-23T00:00:00.000+0000,812,251,1,654.769689007666,183.19613128269825,0.5131486556886807,friday
2016-09-24T00:00:00.000+0000,612,183,1,654.2918072889408,182.6702530068596,0.5659697841400603,saturday
2016-09-25T00:00:00.000+0000,572,167,0,652.964936918151,182.3792158372748,0.6217354866474772,sunday
2016-09-26T00:00:00.000+0000,623,177,0,647.9144261478051,179.91680445762867,0.7190876350540077,monday
2016-09-27T00:00:00.000+0000,659,188,1,650.5516546241013,178.56719291489838,0.6815556411243612,tuesday
2016-09-28T00:00:00.000+0000,637,162,1,656.562051235576,179.0075652902636,0.7066977734489887,wednesday
2016-09-29T00:00:00.000+0000,624,143,3,654.8282633808114,179.50528890801263,0.7030510317334346,thursday
2016-09-30T00:00:00.000+0000,872,254,1,651.0474302928595,179.27635960044054,0.7560760153117706,friday
2016-10-01T00:00:00.000+0000,581,163,0,640.5697977304006,176.5742145914936,0.8069491947722329,saturday
2016-10-02T00:00:00.000+0000,486,154,0,632.4999660241334,173.60062515571934,0.8558970758114403,sunday
2016-10-03T00:00:00.000+0000,490,131,0,626.9213572221222,171.73458062469942,0.8440961290176286,monday
2016-10-04T00:00:00.000+0000,523,117,2,629.2820675439866,171.12548415592323,0.8570069537248697,tuesday
2016-10-05T00:00:00.000+0000,695,174,2,633.2569707128013,168.5971369679915,0.8355795148247818,wednesday
2016-10-06T00:00:00.000+0000,764,200,0,630.6848399737132,167.78223742326796,0.8386373417291284,thursday
2016-10-07T00:00:00.000+0000,754,173,1,623.8499399759784,166.50433758408704,0.8395433645156014,friday
2016-10-08T00:00:00.000+0000,633,159,1,622.1524609843818,166.58850710095038,0.8116605132618929,saturday
2016-10-09T00:00:00.000+0000,480,120,0,624.0936148044003,166.92495866270718,0.8404493873020744,sunday
2016-10-10T00:00:00.000+0000,539,158,2,624.6381798002102,164.8787515005971,0.8080364221160007,monday
2016-10-11T00:00:00.000+0000,739,174,0,629.9480622437533,165.90436929488456,0.805658112301509,tuesday
2016-10-12T00:00:00.000+0000,498,159,0,638.9939749484577,166.86570477247184,0.8009014926725253,wednesday
2016-10-13T00:00:00.000+0000,757,177,0,639.3808919794212,166.62014994676795,0.8261795284151238,thursday
2016-10-14T00:00:00.000+0000,767,197,2,638.5856304785942,166.0946114294743,0.7693945502729246,friday
2016-10-15T00:00:00.000+0000,641,163,2,643.7892364492843,167.9672246256961,0.774830686991763,saturday
2016-10-16T00:00:00.000+0000,503,173,1,642.2278873813553,167.95148247978116,0.7776620081994914,sunday
2016-10-17T00:00:00.000+0000,585,159,0,642.0118235973513,168.39991845794606,0.7721126186323439,monday
2016-10-18T00:00:00.000+0000,590,149,1,644.664477111587,169.14731930507725,0.7581825182903204,tuesday
2016-10-19T00:00:00.000+0000,676,180,0,654.341230831943,171.80072028811196,0.6883734625925709,wednesday
2016-10-20T00:00:00.000+0000,662,158,0,653.8265872386567,172.73449002242077,0.7127454755486964,thursday
2016-10-21T00:00:00.000+0000,851,243,1,650.0561960633187,172.2174681193199,0.6752361321887116,friday
2016-10-22T00:00:00.000+0000,629,202,2,649.035402840369,172.92765408049678,0.6613060318466883,saturday
2016-10-23T00:00:00.000+0000,534,153,1,649.3338693968029,173.8528165983341,0.6176810346780104,sunday
2016-10-24T00:00:00.000+0000,573,143,1,647.4955718136187,172.82513760220738,0.6089605653582071,monday
2016-10-25T00:00:00.000+0000,566,138,0,648.1276812611713,170.9688101655724,0.6409205191510442,tuesday
2016-10-26T00:00:00.000+0000,706,187,0,661.2186459489329,174.42630637160192,0.6813744365670666,wednesday
2016-10-27T00:00:00.000+0000,831,198,0,661.3959319576761,176.14405762304585,0.6599469976669787,thursday
2016-10-28T00:00:00.000+0000,798,174,1,656.174771795498,176.7923622279066,0.6620988017848521,friday
2016-10-29T00:00:00.000+0000,614,177,0,649.6588371197411,176.19803393054997,0.6554168837346135,saturday
2016-10-30T00:00:00.000+0000,557,175,1,654.1961992343983,175.97019185032167,0.7047271738884098,sunday
2016-10-31T00:00:00.000+0000,655,169,0,661.5006681917922,176.3949579831899,0.7572085437948619,monday
2016-11-01T00:00:00.000+0000,732,173,1,669.9435774309595,178.7287820788659,0.7484880744750586,tuesday
2016-11-02T00:00:00.000+0000,665,164,1,677.6104102018036,180.540419941558,0.7642528709596899,wednesday
2016-11-03T00:00:00.000+0000,689,193,0,676.186731296279,180.43604611655638,0.778092369023066,thursday
2016-11-04T00:00:00.000+0000,777,241,1,667.0031257786005,176.35337153729077,0.7578201091757311,friday
2016-11-05T00:00:00.000+0000,626,170,1,659.9751976262077,174.70223561122228,0.7948990917121411,saturday
2016-11-06T00:00:00.000+0000,532,142,0,659.1510566490621,173.6994495911539,0.745045187886461,sunday
2016-11-07T00:00:00.000+0000,699,198,1,652.6945797186675,173.18392262565072,0.7203560669550703,monday
2016-11-08T00:00:00.000+0000,620,194,2,656.5610319599413,172.94160683140848,0.6617816938095867,tuesday
2016-11-09T00:00:00.000+0000,541,134,1,663.966522458027,174.19087635053688,0.6396973883893057,wednesday
2016-11-10T00:00:00.000+0000,706,154,0,658.8289202473316,172.75591746132085,0.6598790459579932,thursday
2016-11-11T00:00:00.000+0000,665,168,0,652.1441029241761,171.7345806246994,0.6577272418401197,friday
2016-11-12T00:00:00.000+0000,603,157,0,649.5768420575654,171.14315160025944,0.6541031506942275,saturday
2016-11-13T00:00:00.000+0000,518,161,3,646.7478991596514,171.26224829554138,0.6756438424426245,sunday
2016-11-14T00:00:00.000+0000,668,158,0,644.478538585233,169.9998414460091,0.5836145779066232,monday
2016-11-15T00:00:00.000+0000,741,193,1,646.046796076909,168.60739767604827,0.5811230152438224,tuesday
2016-11-16T00:00:00.000+0000,705,163,0,654.1226075335669,169.90402953633958,0.6033432240820742,wednesday
2016-11-17T00:00:00.000+0000,707,168,2,651.6716799927393,170.71206595845564,0.6562776053817627,thursday
2016-11-18T00:00:00.000+0000,776,213,1,647.0874085483126,170.40544519694342,0.6280549955831268,friday
2016-11-19T00:00:00.000+0000,692,228,2,641.4366350313588,168.9596819859987,0.6631860291286198,saturday
2016-11-20T00:00:00.000+0000,529,169,0,633.7414890484374,167.16009422636657,0.6113841763120225,sunday
2016-11-21T00:00:00.000+0000,684,141,1,629.4841785770791,166.8869057056753,0.5902964959568621,monday
2016-11-22T00:00:00.000+0000,765,162,0,634.8630773063819,167.75401481346935,0.5939205871027542,tuesday
2016-11-23T00:00:00.000+0000,807,175,0,642.765226845443,166.81718725225616,0.6222564497496992,wednesday
2016-11-24T00:00:00.000+0000,428,136,0,639.5082334820598,166.09791841264487,0.5365693447190094,thursday
2016-11-25T00:00:00.000+0000,455,161,0,634.7162336632645,165.3345036127627,0.5723798953543572,friday
2016-11-26T00:00:00.000+0000,463,119,0,634.0954721511124,164.53070284717344,0.5736256766857576,saturday
2016-11-27T00:00:00.000+0000,466,101,0,635.4935106117797,164.38440281772773,0.5993567238215926,sunday
2016-11-28T00:00:00.000+0000,647,142,0,635.6858818999176,162.60766948288438,0.6231624725361723,monday
2016-11-29T00:00:00.000+0000,752,236,0,640.6456771387678,163.1265487326975,0.6128564633400412,tuesday
2016-11-30T00:00:00.000+0000,730,194,0,653.1779428752509,166.44644272803146,0.6274887313415811,wednesday
2016-12-01T00:00:00.000+0000,734,191,1,659.2390541121981,167.43090443724338,0.6406487123151023,thursday
2016-12-02T00:00:00.000+0000,690,159,0,656.1354277559955,165.80504654691745,0.4869645971596093,friday
2016-12-03T00:00:00.000+0000,592,165,1,658.0604543704147,167.13105619606011,0.4663299281976853,saturday
2016-12-04T00:00:00.000+0000,482,133,2,657.400824480723,168.07318399057414,0.5403293392828726,sunday
2016-12-05T00:00:00.000+0000,791,190,1,652.4961380778602,167.1515549616041,0.5855398763278785,monday
2016-12-06T00:00:00.000+0000,711,189,1,655.2614555255939,166.84106095267975,0.5964121497655551,tuesday
2016-12-07T00:00:00.000+0000,637,160,0,655.6698452965967,165.48814242677886,0.4930349498289789,wednesday
2016-12-08T00:00:00.000+0000,635,116,0,654.4517882624623,165.37264717207321,0.5107023941652036,thursday
2016-12-09T00:00:00.000+0000,701,189,3,643.7779111644534,162.54959342227144,0.5903644476658476,friday
2016-12-10T00:00:00.000+0000,555,173,0,639.387052934369,161.93528732247307,0.6143740515073837,saturday
2016-12-11T00:00:00.000+0000,522,173,0,638.4431810459911,163.08061337742333,0.6360053455344281,sunday
2016-12-12T00:00:00.000+0000,665,158,0,635.3940972615341,161.07318399057425,0.6552583297469806,monday
2016-12-13T00:00:00.000+0000,630,145,2,624.9264082991567,159.68135178599434,0.7311830392534232,tuesday
2016-12-14T00:00:00.000+0000,689,167,0,631.8005164329762,161.80851208407583,0.7785453804163024,wednesday
2016-12-15T00:00:00.000+0000,749,168,2,628.6840925049145,162.31556773652545,0.7767106842736945,thursday
2016-12-16T00:00:00.000+0000,792,163,1,622.9790255724813,161.34229540872644,0.7845024802373629,friday
2016-12-17T00:00:00.000+0000,623,136,0,620.8496455185729,160.06595845885215,0.8225554372692315,saturday
2016-12-18T00:00:00.000+0000,521,174,0,621.3894991958929,158.60952682959672,0.8584565901832265,sunday
2016-12-19T00:00:00.000+0000,722,172,3,625.4990600013471,158.00088337221376,0.8864300437155824,monday
2016-12-20T00:00:00.000+0000,719,174,0,621.3631339328065,156.59591383723,0.906475797866299,tuesday
2016-12-21T00:00:00.000+0000,676,171,0,616.5373168135061,156.14489569412373,0.9185938526353761,wednesday
2016-12-22T00:00:00.000+0000,700,152,0,610.7380008607098,154.6155065799875,0.922784208022814,thursday
2016-12-23T00:00:00.000+0000,692,200,0,598.6301161974109,150.14919930235956,0.9190468640286125,friday
2016-12-24T00:00:00.000+0000,554,155,0,594.6683730095698,148.34249926385365,0.8541076808081559,saturday
2016-12-25T00:00:00.000+0000,365,111,0,592.3315590386984,149.6444087068761,0.818976647262663,sunday
2016-12-26T00:00:00.000+0000,394,117,0,590.2522367437427,150.1656889170734,0.8076513624317496,monday
2016-12-27T00:00:00.000+0000,569,172,5,592.4751409997848,150.73632471856382,0.8201318263154161,tuesday
2016-12-28T00:00:00.000+0000,546,126,2,595.0173050352103,150.48164171328622,0.7975945095018988,wednesday
2016-12-29T00:00:00.000+0000,542,135,0,587.0439647557023,148.1902647851565,0.7458153072549633,thursday
2016-12-30T00:00:00.000+0000,583,133,0,578.6244762055654,146.389431244193,0.7618066094362127,friday
2016-12-31T00:00:00.000+0000,465,122,0,579.0277695983943,146.80006342159223,0.780968991370118,saturday
2017-01-01T00:00:00.000+0000,485,168,4,578.2138893293056,147.0917801082669,0.7977530634895313,sunday
2017-01-02T00:00:00.000+0000,449,111,0,574.9946544655488,147.45090489025515,0.7799723663049976,monday
2017-01-03T00:00:00.000+0000,659,206,1,574.1211125959708,145.7809463407977,0.7542639697388245,tuesday
2017-01-04T00:00:00.000+0000,590,129,0,577.1027882851142,146.57145122199543,0.8178667693492334,wednesday
2017-01-05T00:00:00.000+0000,552,98,1,572.0284944166237,146.41414301569404,0.7676731069786258,thursday
2017-01-06T00:00:00.000+0000,599,174,0,564.819633513772,146.94387188837518,0.7424177218056891,friday
2017-01-07T00:00:00.000+0000,895,161,0,561.7420100115412,146.73340279507747,0.6830505787220418,saturday
2017-01-08T00:00:00.000+0000,406,86,0,557.6502752044107,145.76597431425122,0.7132211375115947,sunday
2017-01-09T00:00:00.000+0000,669,162,3,555.1753607103112,145.72477292803634,0.682869374164747,monday
