IdVenta,Fecha,Fecha_Entrega,IdCanal,IdCliente,IdEmpleado,IdProducto,Cantidad,Precio
2790,2018-04-26 00:00:00,2018-05-01 00:00:00,3,2856,1001725,43036,1,744
2791,2018-10-20 00:00:00,2018-10-25 00:00:00,1,2910,1001725,43019,1,413
2793,2019-06-05 00:00:00,2019-06-12 00:00:00,3,1936,1001725,43040,3,757
2794,2019-07-22 00:00:00,2019-07-29 00:00:00,2,2298,1001725,43020,2,562
2795,2020-01-10 00:00:00,2020-01-11 00:00:00,1,1675,1001725,43040,1,757
2796,2020-02-04 00:00:00,2020-02-09 00:00:00,2,2894,1001725,43034,2,1004
2797,2020-04-13 00:00:00,2020-04-20 00:00:00,1,1517,1001725,42831,1,369.6
2798,2020-04-09 00:00:00,2020-04-16 00:00:00,2,2319,1001725,43027,3,461
2799,2020-05-23 00:00:00,2020-05-26 00:00:00,2,2643,1001725,43018,2,437
2800,2020-02-04 00:00:00,2020-02-13 00:00:00,2,1617,1001725,42766,1,7011.62
2801,2020-01-20 00:00:00,2020-01-21 00:00:00,2,901,1001725,42855,3,1130
2802,2020-02-25 00:00:00,2020-02-27 00:00:00,2,1184,1001725,42940,3,2162
2803,2020-03-12 00:00:00,2020-03-15 00:00:00,2,2926,1001725,42855,3,1130
2804,2020-03-28 00:00:00,2020-03-30 00:00:00,2,2043,1001725,42940,3,2162
2805,2015-10-07 00:00:00,2015-10-15 00:00:00,2,1254,1001675,42789,2,218.02
2806,2016-12-31 00:00:00,2017-01-08 00:00:00,1,3004,1001675,42757,2,1784.42
2807,2017-05-24 00:00:00,2017-05-25 00:00:00,2,2098,1001675,42771,3,2554.2
2808,2018-08-20 00:00:00,2018-08-21 00:00:00,2,522,1001675,42770,2,3597.22
2809,2020-02-25 00:00:00,2020-03-04 00:00:00,2,188,1001675,42757,2,1784.42
2810,2017-04-25 00:00:00,2017-05-03 00:00:00,1,32,1001675,42881,3,498
2811,2017-05-25 00:00:00,2017-05-26 00:00:00,2,1977,1001675,42833,2,819.06
2812,2018-02-23 00:00:00,2018-02-26 00:00:00,1,945,1001675,42870,1,178
2813,2018-04-20 00:00:00,2018-04-23 00:00:00,2,1094,1001675,42851,3,137
2814,2019-08-05 00:00:00,2019-08-08 00:00:00,3,2884,1001675,42836,2,823.24
2815,2019-10-26 00:00:00,2019-10-27 00:00:00,3,1629,1001675,42885,3,498
2816,2020-02-17 00:00:00,2020-02-18 00:00:00,1,1986,1001675,42885,1,498
2817,2015-06-29 00:00:00,2015-06-30 00:00:00,3,4,1001675,42936,1,3549
2818,2015-08-17 00:00:00,2015-08-20 00:00:00,2,1097,1001675,42891,3,515
2819,2018-11-05 00:00:00,2018-11-06 00:00:00,2,634,1001675,42908,3,1478
2820,2019-11-07 00:00:00,2019-11-10 00:00:00,2,3202,1001675,42915,3,1765
2821,2020-04-14 00:00:00,2020-04-15 00:00:00,2,2305,1001675,42936,2,3549
2822,2015-02-09 00:00:00,2015-02-12 00:00:00,1,564,1001675,43012,2,510
2823,2016-05-06 00:00:00,2016-05-09 00:00:00,3,2159,1001675,42992,2,570
2824,2017-11-23 00:00:00,2017-11-26 00:00:00,2,1132,1001675,42983,2,354
2825,2018-09-17 00:00:00,2018-09-25 00:00:00,1,2203,1001675,43017,1,358
2826,2015-11-05 00:00:00,2015-11-06 00:00:00,1,1244,1001675,43039,2,815
2827,2018-11-06 00:00:00,2018-11-14 00:00:00,2,2814,1001675,43028,1,942
2828,2018-12-31 00:00:00,2019-01-03 00:00:00,2,3018,1001675,43035,2,1159
2829,2019-05-21 00:00:00,2019-05-24 00:00:00,2,156,1001675,43020,3,562
2830,2015-07-20 00:00:00,2015-07-23 00:00:00,3,3382,1001675,42811,2,2559.92
2831,2015-08-13 00:00:00,2015-08-19 00:00:00,3,1240,1001675,42737,2,1658
2832,2015-12-29 00:00:00,2016-01-07 00:00:00,3,1813,1001675,42774,1,6048.9
2834,2017-07-13 00:00:00,2017-07-21 00:00:00,2,2880,1001675,42810,2,1282.82
2835,2017-09-08 00:00:00,2017-09-16 00:00:00,3,3030,1001675,42756,2,638.66
2836,2017-11-23 00:00:00,2017-12-01 00:00:00,3,3,1001675,42793,3,871.86
2837,2018-10-27 00:00:00,2018-11-04 00:00:00,2,947,1001675,42797,2,4845.5
2838,2018-11-27 00:00:00,2018-11-30 00:00:00,2,604,1001675,42797,1,4845.5
2839,2019-09-16 00:00:00,2019-09-25 00:00:00,1,105,1001675,42785,2,1597.42
2840,2015-02-20 00:00:00,2015-02-23 00:00:00,3,2749,1001675,42881,1,498
2841,2015-03-03 00:00:00,2015-03-12 00:00:00,1,996,1001675,42872,2,560
2842,2015-07-13 00:00:00,2015-07-22 00:00:00,3,1332,1001675,42868,1,199
2843,2017-11-15 00:00:00,2017-11-18 00:00:00,1,2754,1001675,42870,2,178
2844,2018-06-12 00:00:00,2018-06-15 00:00:00,2,90,1001675,42822,1,816.86
2845,2018-12-20 00:00:00,2018-12-26 00:00:00,2,1788,1001675,42836,1,823.24
2846,2016-05-23 00:00:00,2016-05-29 00:00:00,2,1906,1001675,42913,1,1357
2847,2016-06-27 00:00:00,2016-06-30 00:00:00,3,835,1001675,42891,2,515
2848,2016-07-22 00:00:00,2016-07-30 00:00:00,3,1297,1001675,42907,3,456
2849,2019-02-14 00:00:00,2019-02-20 00:00:00,2,1921,1001675,42933,3,1154
2850,2019-07-16 00:00:00,2019-07-22 00:00:00,2,2857,1001675,42913,1,1357
2851,2019-09-06 00:00:00,2019-09-09 00:00:00,2,1279,1001675,42937,2,2458
2852,2019-09-30 00:00:00,2019-10-06 00:00:00,3,3091,1001675,42888,3,498
2853,2019-12-18 00:00:00,2019-12-26 00:00:00,2,2046,1001675,42928,2,123
2854,2015-10-14 00:00:00,2015-10-22 00:00:00,1,643,1001675,43017,2,358
2855,2018-05-25 00:00:00,2018-05-28 00:00:00,2,596,1001675,42967,2,3365
2856,2018-06-02 00:00:00,2018-06-10 00:00:00,2,1041,1001675,42958,2,3763
2857,2018-09-18 00:00:00,2018-09-24 00:00:00,2,2670,1001675,42982,2,13
2859,2018-11-02 00:00:00,2018-11-05 00:00:00,3,1215,1001675,43018,2,437
2860,2019-03-21 00:00:00,2019-03-24 00:00:00,2,1570,1001675,43019,3,413
2861,2020-03-09 00:00:00,2020-03-18 00:00:00,2,1224,1001675,43023,3,643
2862,2015-01-12 00:00:00,2015-01-22 00:00:00,3,328,1001675,42754,3,1237.5
2863,2015-01-29 00:00:00,2015-02-03 00:00:00,1,721,1001675,42763,1,2118.38
2864,2015-02-02 00:00:00,2015-02-05 00:00:00,3,918,1001675,42776,3,1423.4
2865,2015-02-06 00:00:00,2015-02-07 00:00:00,3,1582,1001675,42787,2,1366.42
2866,2015-02-25 00:00:00,2015-02-28 00:00:00,1,3144,1001675,42770,2,3597.22
2867,2015-08-03 00:00:00,2015-08-07 00:00:00,3,817,1001675,42791,2,258.28
2868,2015-09-16 00:00:00,2015-09-24 00:00:00,3,1467,1001675,42789,2,218.02
2869,2015-09-29 00:00:00,2015-10-07 00:00:00,3,515,1001675,42811,3,2559.92
2870,2015-11-04 00:00:00,2015-11-08 00:00:00,2,990,1001675,42781,2,2098.8
2871,2015-12-17 00:00:00,2015-12-22 00:00:00,1,2160,1001675,42819,2,860.42
2872,2016-01-30 00:00:00,2016-01-31 00:00:00,3,1344,1001675,42787,2,1366.42
2873,2016-04-25 00:00:00,2016-04-30 00:00:00,3,1979,1001675,42754,3,1237.5
2874,2016-06-01 00:00:00,2016-06-06 00:00:00,1,2272,1001675,42783,2,2452.34
2875,2016-07-05 00:00:00,2016-07-06 00:00:00,2,2127,1001675,42794,3,305.36
2876,2016-08-24 00:00:00,2016-08-29 00:00:00,2,984,1001675,42783,3,2452.34
2877,2016-12-30 00:00:00,2017-01-04 00:00:00,1,188,1001675,42771,2,2554.2
2878,2017-02-10 00:00:00,2017-02-13 00:00:00,3,737,1001675,42786,1,795.74
2880,2017-03-30 00:00:00,2017-04-04 00:00:00,1,156,1001675,42772,2,6569.86
2881,2017-06-14 00:00:00,2017-06-19 00:00:00,3,1794,1001675,42783,2,2452.34
2882,2017-06-28 00:00:00,2017-07-02 00:00:00,3,3254,1001675,42800,1,1642.74
2883,2017-07-05 00:00:00,2017-07-07 00:00:00,1,2125,1001675,42795,1,543.18
2884,2017-09-06 00:00:00,2017-09-07 00:00:00,3,1428,1001675,42771,1,2554.2
2885,2017-12-04 00:00:00,2017-12-07 00:00:00,2,1021,1001675,42756,1,638.66
2886,2018-04-20 00:00:00,2018-04-25 00:00:00,2,1473,1001675,42775,2,3206.06
2887,2018-06-08 00:00:00,2018-06-18 00:00:00,1,994,1001675,42754,3,1237.5
2888,2018-06-29 00:00:00,2018-07-04 00:00:00,1,1655,1001675,42785,3,1597.42
2889,2018-08-30 00:00:00,2018-08-31 00:00:00,1,2937,1001675,42761,1,1384.46
2890,2018-10-16 00:00:00,2018-10-17 00:00:00,3,1544,1001675,42800,3,1642.74
2891,2018-12-08 00:00:00,2018-12-12 00:00:00,2,1327,1001675,42771,10,2554.2
2892,2018-12-14 00:00:00,2018-12-19 00:00:00,3,2784,1001675,42793,2,871.86
2893,2018-12-21 00:00:00,2018-12-22 00:00:00,2,7,1001675,42787,1,1366.42
2895,2019-07-10 00:00:00,2019-07-14 00:00:00,1,423,1001675,42811,1,2559.92
2896,2019-08-29 00:00:00,2019-09-02 00:00:00,2,2273,1001675,42766,2,7011.62
2897,2019-12-02 00:00:00,2019-12-06 00:00:00,1,2912,1001675,42792,3,479.82
2898,2020-01-02 00:00:00,2020-01-03 00:00:00,2,1050,1001675,42797,2,4845.5
2899,2020-05-05 00:00:00,2020-05-15 00:00:00,2,158,1001675,42785,1,1597.42
2901,2015-02-02 00:00:00,2015-02-07 00:00:00,3,1105,1001675,42877,3,560
2902,2015-02-21 00:00:00,2015-02-26 00:00:00,1,738,1001675,42844,1,1810.38
2903,2015-03-09 00:00:00,2015-03-14 00:00:00,3,787,1001675,42822,2,816.86
2904,2015-04-03 00:00:00,2015-04-08 00:00:00,2,2763,1001675,42870,1,178
2905,2015-06-26 00:00:00,2015-07-03 00:00:00,1,20,1001675,42855,1,1130
2906,2015-07-07 00:00:00,2015-07-09 00:00:00,2,1644,1001675,42881,2,498
2907,2015-08-10 00:00:00,2015-08-15 00:00:00,3,1594,1001675,42848,3,1588
2908,2015-09-16 00:00:00,2015-09-20 00:00:00,3,571,1001675,42847,1,2846.58
2909,2015-10-28 00:00:00,2015-10-30 00:00:00,3,2037,1001675,42858,1,505
2910,2015-12-07 00:00:00,2015-12-10 00:00:00,3,580,1001675,42826,1,537.24
2911,2015-12-24 00:00:00,2015-12-27 00:00:00,3,629,1001675,42877,2,560
2912,2015-12-25 00:00:00,2015-12-30 00:00:00,3,1818,1001675,42828,2,906.18
2913,2016-04-15 00:00:00,2016-04-20 00:00:00,3,573,1001675,42840,2,353.32
2914,2016-04-26 00:00:00,2016-04-27 00:00:00,1,1739,1001675,42863,1,398
2915,2016-04-26 00:00:00,2016-05-01 00:00:00,3,2283,1001675,42862,2,512
2916,2016-04-30 00:00:00,2016-05-05 00:00:00,3,2697,1001675,42820,2,652.74
2917,2016-06-10 00:00:00,2016-06-12 00:00:00,2,3211,1001675,42862,3,512
2918,2016-06-18 00:00:00,2016-06-22 00:00:00,1,1528,1001675,42828,2,906.18
2919,2016-10-21 00:00:00,2016-10-24 00:00:00,3,1427,1001675,42840,2,353.32
2920,2017-01-11 00:00:00,2017-01-15 00:00:00,1,2698,1001675,42875,1,560
2921,2017-01-24 00:00:00,2017-01-25 00:00:00,1,797,1001675,42853,3,727
2922,2017-04-24 00:00:00,2017-04-29 00:00:00,2,466,1001675,42853,1,727
2923,2017-08-07 00:00:00,2017-08-14 00:00:00,2,1680,1001675,42840,2,353.32
2924,2017-08-09 00:00:00,2017-08-14 00:00:00,1,489,1001675,42874,2,560
2925,2017-10-13 00:00:00,2017-10-16 00:00:00,3,2935,1001675,42875,2,560
2926,2017-12-23 00:00:00,2017-12-28 00:00:00,2,1250,1001675,42852,1,152
2927,2018-04-19 00:00:00,2018-04-21 00:00:00,2,1695,1001675,42868,2,199
2928,2018-05-01 00:00:00,2018-05-02 00:00:00,1,1062,1001675,42842,2,353.32
2929,2018-08-06 00:00:00,2018-08-08 00:00:00,2,335,1001675,42875,3,560
2930,2018-09-28 00:00:00,2018-10-03 00:00:00,3,1585,1001675,42828,1,906.18
2931,2018-11-02 00:00:00,2018-11-09 00:00:00,1,216,1001675,42868,1,199
2932,2019-02-02 00:00:00,2019-02-03 00:00:00,2,1777,1001675,42866,3,199
2933,2019-06-04 00:00:00,2019-06-09 00:00:00,2,2790,1001675,42878,2,560
2934,2019-10-28 00:00:00,2019-11-02 00:00:00,1,3367,1001675,42868,2,199
2935,2019-11-19 00:00:00,2019-11-23 00:00:00,2,2115,1001675,42872,2,560
2936,2019-12-10 00:00:00,2019-12-15 00:00:00,3,501,1001675,42832,2,818.84
2937,2020-01-01 00:00:00,2020-01-03 00:00:00,2,697,1001675,42876,2,560
2938,2020-02-08 00:00:00,2020-02-11 00:00:00,2,2145,1001675,42862,3,512
2939,2020-04-13 00:00:00,2020-04-17 00:00:00,2,3396,1001675,42835,2,818.84
2940,2020-05-08 00:00:00,2020-05-11 00:00:00,2,659,1001675,42839,2,353.32
2941,2015-02-07 00:00:00,2015-02-09 00:00:00,1,1207,1001675,42898,2,515
2942,2015-04-23 00:00:00,2015-04-28 00:00:00,3,2771,1001675,42892,2,515
2943,2015-06-26 00:00:00,2015-07-03 00:00:00,1,3385,1001675,42897,2,515
2944,2015-08-15 00:00:00,2015-08-18 00:00:00,1,1840,1001675,42894,3,515
2946,2015-09-17 00:00:00,2015-09-22 00:00:00,3,1517,1001675,42930,1,156
2947,2015-12-15 00:00:00,2015-12-23 00:00:00,3,622,1001675,42944,2,3686
2948,2016-01-06 00:00:00,2016-01-13 00:00:00,1,2938,1001675,42931,2,324
2949,2016-02-09 00:00:00,2016-02-16 00:00:00,1,169,1001675,42888,3,498
2950,2016-02-13 00:00:00,2016-02-17 00:00:00,1,942,1001675,42946,2,2173
2951,2016-04-23 00:00:00,2016-04-30 00:00:00,3,388,1001675,42921,3,756
2952,2016-04-29 00:00:00,2016-05-02 00:00:00,2,2237,1001675,42933,1,1154
2953,2016-05-06 00:00:00,2016-05-07 00:00:00,1,14,1001675,42908,2,1478
2954,2016-05-16 00:00:00,2016-05-21 00:00:00,3,2300,1001675,42934,1,1789
2955,2016-07-09 00:00:00,2016-07-17 00:00:00,2,1182,1001675,42926,3,79
2956,2016-11-21 00:00:00,2016-11-26 00:00:00,1,3174,1001675,42900,2,245
2957,2017-01-12 00:00:00,2017-01-16 00:00:00,3,2296,1001675,42908,3,1478
2958,2017-01-20 00:00:00,2017-01-28 00:00:00,2,5,1001675,42926,1,79
2959,2017-05-23 00:00:00,2017-05-27 00:00:00,1,2940,1001675,42925,2,3
2960,2017-05-27 00:00:00,2017-05-28 00:00:00,1,77,1001675,42946,3,2173
2961,2017-07-08 00:00:00,2017-07-13 00:00:00,2,352,1001675,42901,3,196
2962,2017-08-01 00:00:00,2017-08-04 00:00:00,2,2668,1001675,42893,2,515
2963,2017-10-14 00:00:00,2017-10-17 00:00:00,3,1308,1001675,42910,3,1502
2964,2017-11-29 00:00:00,2017-12-06 00:00:00,1,2019,1001675,42896,2,515
2965,2017-12-28 00:00:00,2018-01-02 00:00:00,2,2713,1001675,42914,3,1489
2966,2018-01-04 00:00:00,2018-01-11 00:00:00,2,3007,1001675,42930,2,156
2967,2018-03-05 00:00:00,2018-03-13 00:00:00,3,103,1001675,42929,2,321
2968,2018-10-22 00:00:00,2018-10-25 00:00:00,1,1759,1001675,42890,2,515
2969,2018-11-26 00:00:00,2018-12-01 00:00:00,2,1826,1001675,42890,2,515
2970,2018-11-27 00:00:00,2018-11-30 00:00:00,2,1854,1001675,42949,3,2015
2971,2018-12-04 00:00:00,2018-12-09 00:00:00,2,2156,1001675,42911,3,1789
2972,2018-12-22 00:00:00,2018-12-25 00:00:00,1,854,1001675,42893,2,515
2973,2019-01-09 00:00:00,2019-01-14 00:00:00,2,532,1001675,42925,1,3
2974,2019-01-23 00:00:00,2019-01-30 00:00:00,1,9,1001675,42905,1,456
2975,2019-01-24 00:00:00,2019-02-01 00:00:00,1,2148,1001675,42906,2,321
2976,2019-02-11 00:00:00,2019-02-16 00:00:00,2,2854,1001675,42916,2,1356
2977,2019-02-16 00:00:00,2019-02-21 00:00:00,3,2722,1001675,42931,2,324
2978,2019-05-22 00:00:00,2019-05-23 00:00:00,2,1799,1001675,42930,2,156
2979,2019-07-24 00:00:00,2019-07-28 00:00:00,2,1959,1001675,42943,2,2190
2980,2019-08-03 00:00:00,2019-08-08 00:00:00,3,1094,1001675,42934,2,1789
2981,2019-09-03 00:00:00,2019-09-04 00:00:00,1,2855,1001675,42920,1,789
2982,2019-09-19 00:00:00,2019-09-23 00:00:00,2,2158,1001675,42887,2,498
2983,2019-11-02 00:00:00,2019-11-06 00:00:00,3,634,1001675,42943,2,2190
2984,2019-11-06 00:00:00,2019-11-11 00:00:00,2,1332,1001675,42933,2,1154
2985,2020-02-01 00:00:00,2020-02-06 00:00:00,1,339,1001675,42940,3,2162
2986,2020-02-08 00:00:00,2020-02-13 00:00:00,2,1583,1001675,42905,3,456
2987,2020-05-01 00:00:00,2020-05-05 00:00:00,2,3291,1001675,42924,3,625
2988,2020-05-06 00:00:00,2020-05-11 00:00:00,2,1854,1001675,42942,2,2749
2989,2020-05-14 00:00:00,2020-05-17 00:00:00,2,1166,1001675,42898,2,515
2990,2015-02-09 00:00:00,2015-02-14 00:00:00,3,924,1001675,43007,1,407
2991,2015-03-06 00:00:00,2015-03-13 00:00:00,1,2892,1001675,42965,3,2281
2992,2015-04-01 00:00:00,2015-04-05 00:00:00,3,47,1001675,42971,2,2762
2993,2015-04-02 00:00:00,2015-04-07 00:00:00,3,812,1001675,42967,2,3365
2994,2015-05-05 00:00:00,2015-05-10 00:00:00,2,920,1001675,42975,3,215
2995,2015-06-09 00:00:00,2015-06-13 00:00:00,3,521,1001675,43012,1,510
2996,2015-07-01 00:00:00,2015-07-06 00:00:00,3,1235,1001675,43000,2,374
2997,2015-08-10 00:00:00,2015-08-17 00:00:00,3,2339,1001675,42962,2,2241
2998,2015-11-18 00:00:00,2015-11-23 00:00:00,3,1790,1001675,43004,2,373
2999,2015-12-15 00:00:00,2015-12-22 00:00:00,1,145,1001675,42991,2,438
3000,2015-12-21 00:00:00,2015-12-25 00:00:00,3,2866,1001675,42991,3,438
3001,2015-12-22 00:00:00,2015-12-27 00:00:00,3,1631,1001675,42956,3,2093
3002,2016-01-04 00:00:00,2016-01-08 00:00:00,3,1259,1001675,42955,3,2366
3003,2016-01-05 00:00:00,2016-01-10 00:00:00,2,1672,1001675,42974,2,214
3004,2016-02-27 00:00:00,2016-03-02 00:00:00,2,1349,1001675,42972,2,2741
3005,2016-03-04 00:00:00,2016-03-07 00:00:00,1,2289,1001675,43010,1,387
3006,2016-04-13 00:00:00,2016-04-18 00:00:00,3,2157,1001675,42963,1,2355
3007,2016-04-30 00:00:00,2016-05-05 00:00:00,2,2999,1001675,42963,2,2355
3008,2016-06-04 00:00:00,2016-06-05 00:00:00,3,2239,1001675,42988,2,598
3009,2016-06-24 00:00:00,2016-06-29 00:00:00,1,1003,1001675,42992,3,570
3010,2016-08-15 00:00:00,2016-08-19 00:00:00,3,1870,1001675,42981,3,52
3011,2016-09-28 00:00:00,2016-10-05 00:00:00,3,701,1001675,42961,2,2867
3012,2017-01-13 00:00:00,2017-01-17 00:00:00,3,2994,1001675,42974,2,214
3013,2017-03-03 00:00:00,2017-03-06 00:00:00,1,2579,1001675,43002,2,414
3014,2017-03-15 00:00:00,2017-03-20 00:00:00,2,541,1001675,42963,3,2355
3015,2017-04-04 00:00:00,2017-04-11 00:00:00,3,1301,1001675,42957,2,2789
3016,2017-08-12 00:00:00,2017-08-17 00:00:00,1,1030,1001675,42984,1,258
3017,2017-10-05 00:00:00,2017-10-09 00:00:00,1,622,1001675,42960,1,4125
3018,2017-12-04 00:00:00,2017-12-14 00:00:00,2,888,1001675,42986,2,354
3019,2018-02-15 00:00:00,2018-02-20 00:00:00,2,1458,1001675,42990,2,353
3020,2018-02-20 00:00:00,2018-02-25 00:00:00,3,1862,1001675,42979,1,113
3021,2018-05-29 00:00:00,2018-05-31 00:00:00,1,2880,1001675,42978,1,112
3022,2018-05-29 00:00:00,2018-06-01 00:00:00,2,3029,1001675,43013,2,354
3023,2018-06-06 00:00:00,2018-06-13 00:00:00,1,368,1001675,43008,2,389
3024,2018-06-07 00:00:00,2018-06-15 00:00:00,1,968,1001675,42997,3,485
3025,2018-06-29 00:00:00,2018-07-04 00:00:00,2,651,1001675,42983,2,354
3026,2018-08-01 00:00:00,2018-08-05 00:00:00,2,1490,1001675,42977,2,111
3027,2018-09-10 00:00:00,2018-09-18 00:00:00,1,1255,1001675,42965,2,2281
3028,2018-10-04 00:00:00,2018-10-09 00:00:00,3,2724,1001675,42974,1,214
3029,2018-10-09 00:00:00,2018-10-10 00:00:00,3,1835,1001675,42971,2,2762
3030,2018-10-10 00:00:00,2018-10-11 00:00:00,2,383,1001675,42961,2,2867
3031,2018-10-23 00:00:00,2018-10-28 00:00:00,2,3379,1001675,42958,2,3763
3032,2019-04-03 00:00:00,2019-04-10 00:00:00,1,1728,1001675,42972,3,2741
3033,2019-06-11 00:00:00,2019-06-12 00:00:00,1,3351,1001675,42985,3,1456
3034,2019-07-18 00:00:00,2019-07-20 00:00:00,2,999,1001675,42973,2,123
3035,2019-12-23 00:00:00,2019-12-24 00:00:00,2,809,1001675,42962,1,2241
3036,2020-01-23 00:00:00,2020-01-28 00:00:00,1,1312,1001675,43017,2,358
3037,2020-02-04 00:00:00,2020-02-11 00:00:00,1,1948,1001675,42993,2,507
3038,2020-02-29 00:00:00,2020-03-05 00:00:00,1,1425,1001675,42988,3,598
3039,2020-03-26 00:00:00,2020-03-30 00:00:00,2,737,1001675,43014,1,502
3040,2020-05-25 00:00:00,2020-05-30 00:00:00,2,1420,1001675,43005,2,421
3041,2015-01-30 00:00:00,2015-02-07 00:00:00,3,652,1001675,43018,2,437
3042,2015-08-18 00:00:00,2015-08-23 00:00:00,1,2294,1001675,43035,2,1159
3043,2015-12-29 00:00:00,2016-01-03 00:00:00,1,1154,1001675,43036,1,744
3044,2016-02-18 00:00:00,2016-02-21 00:00:00,1,3406,1001675,43032,1,953
3045,2016-08-27 00:00:00,2016-08-30 00:00:00,3,509,1001675,43019,1,413
3046,2016-10-15 00:00:00,2016-10-20 00:00:00,3,467,1001675,43027,1,461
3047,2016-11-19 00:00:00,2016-11-24 00:00:00,1,703,1001675,43039,2,815
3048,2017-01-12 00:00:00,2017-01-14 00:00:00,2,2780,1001675,43027,2,461
3049,2017-01-17 00:00:00,2017-01-22 00:00:00,1,701,1001675,43035,2,1159
3050,2017-06-01 00:00:00,2017-06-03 00:00:00,2,3309,1001675,43040,2,757
3051,2017-09-15 00:00:00,2017-09-18 00:00:00,3,2271,1001675,43041,2,779
3052,2018-01-08 00:00:00,2018-01-12 00:00:00,3,1213,1001675,43036,10,744
3053,2018-04-26 00:00:00,2018-05-01 00:00:00,2,2856,1001675,43036,1,744
3054,2018-10-20 00:00:00,2018-10-25 00:00:00,1,2910,1001675,43019,1,413
3055,2018-10-23 00:00:00,2018-10-24 00:00:00,2,2765,1001675,43020,2,562
3056,2019-02-04 00:00:00,2019-02-07 00:00:00,1,114,1001675,43032,2,953
3057,2019-06-05 00:00:00,2019-06-12 00:00:00,2,1936,1001675,43040,1,757
3058,2019-08-23 00:00:00,2019-08-28 00:00:00,2,760,1001675,43037,1,1137
3059,2019-10-08 00:00:00,2019-10-09 00:00:00,2,1434,1001675,43034,1,1004
3060,2019-11-26 00:00:00,2019-11-27 00:00:00,1,371,1001675,43020,1,562
3061,2020-01-10 00:00:00,2020-01-11 00:00:00,2,1675,1001675,43040,2,757
3062,2020-01-31 00:00:00,2020-02-06 00:00:00,2,3404,1001675,42854,3,1115
3063,2020-04-13 00:00:00,2020-04-20 00:00:00,2,1517,1001675,42831,1,369.6
3064,2020-04-08 00:00:00,2020-04-10 00:00:00,2,1545,1001675,42898,1,515
3065,2020-05-23 00:00:00,2020-05-26 00:00:00,2,2643,1001675,43018,2,437
3066,2020-02-04 00:00:00,2020-02-13 00:00:00,1,1617,1001675,42766,2,7011.62
3067,2020-01-04 00:00:00,2020-01-06 00:00:00,3,1337,1001675,42844,1,1810.38
3068,2020-01-20 00:00:00,2020-01-21 00:00:00,2,901,1001675,42855,2,1130
3069,2020-02-25 00:00:00,2020-02-27 00:00:00,2,1184,1001675,42940,2,2162
3070,2020-02-14 00:00:00,2020-02-19 00:00:00,2,220,1001675,42962,2,2241
3071,2020-02-08 00:00:00,2020-02-18 00:00:00,2,2092,1001675,43018,2,437
3072,2020-03-28 00:00:00,2020-03-30 00:00:00,2,2043,1001675,42940,2,2162
3073,2020-03-16 00:00:00,2020-03-24 00:00:00,2,1129,1001675,42950,2,2603
3074,2016-12-31 00:00:00,2017-01-08 00:00:00,1,3004,1001968,42757,2,1784.42
3075,2018-07-23 00:00:00,2018-07-26 00:00:00,1,1371,1001968,42781,2,2098.8
3076,2018-08-20 00:00:00,2018-08-21 00:00:00,2,522,1001968,42770,3,3597.22
3077,2020-02-25 00:00:00,2020-03-04 00:00:00,2,188,1001968,42757,3,1784.42
3078,2016-12-06 00:00:00,2016-12-07 00:00:00,1,1473,1001968,42863,1,398
3079,2017-05-25 00:00:00,2017-05-26 00:00:00,1,1977,1001968,42833,3,819.06
3080,2017-06-12 00:00:00,2017-06-13 00:00:00,3,2124,1001968,42866,2,199
3081,2017-07-12 00:00:00,2017-07-15 00:00:00,2,332,1001968,42864,2,199
3082,2018-02-05 00:00:00,2018-02-08 00:00:00,3,893,1001968,42854,1,1115
3083,2018-04-20 00:00:00,2018-04-23 00:00:00,2,1094,1001968,42851,3,137
3085,2020-02-17 00:00:00,2020-02-18 00:00:00,2,1986,1001968,42885,2,498
3087,2018-04-30 00:00:00,2018-05-01 00:00:00,1,112,1001968,42928,1,123
3088,2018-07-14 00:00:00,2018-07-15 00:00:00,3,339,1001968,42886,1,498
3089,2018-07-21 00:00:00,2018-07-29 00:00:00,2,1227,1001968,42939,2,2915
3090,2019-11-07 00:00:00,2019-11-10 00:00:00,2,3202,1001968,42915,2,1765
3091,2018-06-27 00:00:00,2018-06-30 00:00:00,2,2153,1001968,43024,2,508
3092,2018-11-06 00:00:00,2018-11-14 00:00:00,1,2814,1001968,43028,3,942
3093,2019-05-21 00:00:00,2019-05-24 00:00:00,2,156,1001968,43020,2,562
3094,2015-07-20 00:00:00,2015-07-23 00:00:00,2,3382,1001968,42811,3,2559.92
3095,2015-12-29 00:00:00,2016-01-07 00:00:00,3,1813,1001968,42774,2,6048.9
3096,2016-05-09 00:00:00,2016-05-18 00:00:00,1,2707,1001968,42763,1,2118.38
3097,2017-07-13 00:00:00,2017-07-21 00:00:00,3,2880,1001968,42810,2,1282.82
3098,2017-09-08 00:00:00,2017-09-16 00:00:00,2,3030,1001968,42756,2,638.66
3099,2017-10-31 00:00:00,2017-11-06 00:00:00,1,732,1001968,42791,2,258.28
3100,2018-05-23 00:00:00,2018-05-26 00:00:00,2,80,1001968,42775,1,3206.06
3101,2018-10-27 00:00:00,2018-11-04 00:00:00,2,947,1001968,42797,1,4845.5
3102,2019-09-16 00:00:00,2019-09-25 00:00:00,1,105,1001968,42785,1,1597.42
3103,2019-11-05 00:00:00,2019-11-11 00:00:00,1,12,1001968,42794,1,305.36
